OBJECTID,EO_ID,ELCODE,Group,EO_NUM,SNAME,SCOMNAME,ELSUBID,ID_CONFIRM,LASTOBS,YEAR,SURVEYDATE,EORANK,GRANK,SRANK,USESA,SPROT,PBSSTATUS,EO_TRACK
12009,1944,PMORC2F050,Vascular Plants,505,Triphora trianthophora,Nodding Pogonia,15477,? - Questionable,1890-08-25,1890,NONE,H,G4?,S1,,PE,PE,Y
12010,2712,PMORC2F050,Vascular Plants,501,Triphora trianthophora,Nodding Pogonia,15477,? - Questionable,1867-08-25,1867,NONE,H,G4?,S1,,PE,PE,Y
12011,94,PMORC2F050,Vascular Plants,506,Triphora trianthophora,Nodding Pogonia,15477,? - Questionable,1865,1865,NONE,H,G4?,S1,,PE,PE,Y
12012,13190,PMCYP0Q150,Vascular Plants,1,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,8/19/1962,1962,9/18/1993,H,G4,S1,,PT,PT,Y
12013,13662,PMCYP0Q150,Vascular Plants,6,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,7/4/1969,1969,10/1/1993,H,G4,S1,,PT,PT,Y
12014,10664,PMCYP0Q150,Vascular Plants,10,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,7/1/1939,1939,,H,G4,S1,,PT,PT,Y
12015,10663,PMCYP0Q150,Vascular Plants,9,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,8/21/1951,1951,,H,G4,S1,,PT,PT,Y
12016,11500,PMCYP0Q150,Vascular Plants,8,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,7/31/2008,2008,7/31/2008,BC,G4,S1,,PT,PT,Y
12017,6136,PMCYP0Q150,Vascular Plants,7,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,8/17/1962,1962,10/2/1993,X,G4,S1,,PT,PT,Y
12018,5876,PMCYP0Q150,Vascular Plants,2,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,8/23/2006,2006,8/23/2006,BC,G4,S1,,PT,PT,Y
12019,7186,PMCYP0Q150,Vascular Plants,3,Scirpus pedicellatus,Stalked Bulrush,15246,? - Questionable,8/19/1962,1962,,H,G4,S1,,PT,PT,Y
12020,154,PMCYP0Q150,Vascular Plants,5,Scirpus pedicellatus,Stalked Bulrush,15246,Y - Yes,9/10/1962,1962,9/14/1993,H,G4,S1,,PT,PT,Y
12021,11945,PMORC03010,Vascular Plants,510,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/3/2007,2007,5/3/2007,B,G5,S4,,PR,W,W
12022,5886,PMORC03010,Vascular Plants,508,Aplectrum hyemale,Puttyroot,15417,Y - Yes,2/7/2013,2013,2/7/2013,BC,G5,S4,,PR,W,W
12023,6405,PMORC03010,Vascular Plants,6,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1900-02---,1900,,H,G5,S4,,PR,W,W
12024,9800,PMORC03010,Vascular Plants,507,Aplectrum hyemale,Puttyroot,15417,Y - Yes,10/29/1987,1987,10/29/1987,D,G5,S4,,PR,W,W
12025,3685,PMORC03010,Vascular Plants,17,Aplectrum hyemale,Puttyroot,15417,Y - Yes,6/1/1997,1997,1/20/2014,E,G5,S4,,PR,W,W
12026,3901,PMORC03010,Vascular Plants,519,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/25/1988,1988,3/7/1998,X?,G5,S4,,PR,W,W
12027,1331,PMORC03010,Vascular Plants,1,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1887-06---,1887,,H,G5,S4,,PR,W,W
12028,678,PMORC03010,Vascular Plants,501,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/26/2013,2013,12/26/2013,B,G5,S4,,PR,W,W
12029,13110,PMORC03010,Vascular Plants,531,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/2/2016,2016,12/2/2016,C,G5,S4,,PR,W,W
12030,11248,PMORC03010,Vascular Plants,525,Aplectrum hyemale,Puttyroot,15417,Y - Yes,2/23/2013,2013,2/23/2013,CD,G5,S4,,PR,W,W
12031,11924,PMORC03010,Vascular Plants,523,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/13/2013,2013,3/13/2013,BC,G5,S4,,PR,W,W
12032,7993,PMORC03010,Vascular Plants,532,Aplectrum hyemale,Puttyroot,15417,Y - Yes,2/25/2013,2013,2/25/2013,B,G5,S4,,PR,W,W
12033,5134,PMORC03010,Vascular Plants,535,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/21/2013,2013,3/21/2013,D,G5,S4,,PR,W,W
12034,4869,PMORC03010,Vascular Plants,530,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1/14/2014,2014,1/14/2014,BC,G5,S4,,PR,W,W
12035,6625,PMORC03010,Vascular Plants,518,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/7/1998,1998,3/7/1998,CD,G5,S4,,PR,W,W
12036,14163,PMORC03010,Vascular Plants,517,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/5/2016,2016,3/5/2016,B,G5,S4,,PR,W,W
12037,14622,PMORC03010,Vascular Plants,516,Aplectrum hyemale,Puttyroot,15417,Y - Yes,4/13/1985,1985,4/13/1985,C,G5,S4,,PR,W,W
12038,3239,PMORC03010,Vascular Plants,511,Aplectrum hyemale,Puttyroot,15417,Y - Yes,11/28/2002,2002,11/28/2002,BC,G5,S4,,PR,W,W
12039,11769,PMORC03010,Vascular Plants,7,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1/27/2002,2002,1/27/2002,D,G5,S4,,PR,W,W
12040,13692,PMORC03010,Vascular Plants,4,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1900------,1900,3/14/2012,H,G5,S4,,PR,W,W
12041,13255,PMORC03010,Vascular Plants,512,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/30/1991,1991,5/30/1991,A,G5,S4,,PR,W,W
12042,14579,PMORC03010,Vascular Plants,506,Aplectrum hyemale,Puttyroot,15417,Y - Yes,10/25/1939,1939,1984,F,G5,S4,,PR,W,W
12043,14541,PMORC03010,Vascular Plants,504,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1916,1916,9/28/1994,F,G5,S4,,PR,W,W
12044,11685,PMORC03010,Vascular Plants,15,Aplectrum hyemale,Puttyroot,15417,Y - Yes,4/7/1994,1994,4/7/1994,AB,G5,S4,,PR,W,W
12045,12447,PMORC03010,Vascular Plants,10,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1845-05---,1845,,H,G5,S4,,PR,W,W
12046,12446,PMORC03010,Vascular Plants,9,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1860------,1860,,H,G5,S4,,PR,W,W
12047,12824,PMORC03010,Vascular Plants,2,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1887-08---,1887,,H,G5,S4,,PR,W,W
12048,10270,PMORC03010,Vascular Plants,526,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/8/1992,1992,2004-12,B,G5,S4,,PR,W,W
12049,10228,PMORC03010,Vascular Plants,11,Aplectrum hyemale,Puttyroot,15417,Y - Yes,NA,NA,,H,G5,S4,,PR,W,W
12050,9259,PMORC03010,Vascular Plants,521,Aplectrum hyemale,Puttyroot,15417,,11/4/1967,1967,,H,G5,S4,,PR,W,W
12051,9398,PMORC03010,Vascular Plants,5,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/24/1988,1988,12/24/1988,E,G5,S4,,PR,W,W
12052,9387,PMORC03010,Vascular Plants,502,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/5/1993,1993,5/5/1993,CD,G5,S4,,PR,W,W
12053,9135,PMORC03010,Vascular Plants,534,Aplectrum hyemale,Puttyroot,15417,Y - Yes,4/2/1996,1996,4/2/1996,C,G5,S4,,PR,W,W
12054,9284,PMORC03010,Vascular Plants,528,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/8/1991,1991,12/8/1991,B,G5,S4,,PR,W,W
12055,7352,PMORC03010,Vascular Plants,515,Aplectrum hyemale,Puttyroot,15417,Y - Yes,2002-01-?,2002,2002-01-?,D,G5,S4,,PR,W,W
12056,8533,PMORC03010,Vascular Plants,513,Aplectrum hyemale,Puttyroot,15417,Y - Yes,1/23/1933,1933,1/23/1933,H,G5,S4,,PR,W,W
12057,6322,PMORC03010,Vascular Plants,12,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/26/1977,1977,,E,G5,S4,,PR,W,W
12058,6143,PMORC03010,Vascular Plants,524,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/27/2003,2003,5/27/2003,B,G5,S4,,PR,W,W
12059,5940,PMORC03010,Vascular Plants,538,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/6/1998,1998,12/6/1998,B,G5,S4,,PR,W,W
12060,5890,PMORC03010,Vascular Plants,16,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/19/2002,2002,4/21/1995,B,G5,S4,,PR,W,W
12061,6407,PMORC03010,Vascular Plants,514,Aplectrum hyemale,Puttyroot,15417,Y - Yes,3/23/1985,1985,3/25/2009,F,G5,S4,,PR,W,W
12062,4868,PMORC03010,Vascular Plants,529,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/12/2003,2003,12/12/2003,B,G5,S4,,PR,W,W
12063,2999,PMORC03010,Vascular Plants,14,Aplectrum hyemale,Puttyroot,15417,Y - Yes,5/29/1995,1995,5/29/1995,E,G5,S4,,PR,W,W
12064,3939,PMORC03010,Vascular Plants,505,Aplectrum hyemale,Puttyroot,15417,Y - Yes,6/5/1987,1987,10/13/1990,C,G5,S4,,PR,W,W
12065,1582,PMORC03010,Vascular Plants,527,Aplectrum hyemale,Puttyroot,15417,Y - Yes,4/26/1992,1992,4/26/1992,C,G5,S4,,PR,W,W
12066,1505,PMORC03010,Vascular Plants,522,Aplectrum hyemale,Puttyroot,15417,Y - Yes,4/26/2006,2006,4/26/2006,C,G5,S4,,PR,W,W
12067,2528,PMORC03010,Vascular Plants,533,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/11/1994,1994,12/11/1994,D,G5,S4,,PR,W,W
12068,178,PMORC03010,Vascular Plants,503,Aplectrum hyemale,Puttyroot,15417,Y - Yes,12/16/1939,1939,,H,G5,S4,,PR,W,W
12069,3846,PDLNT02070,Vascular Plants,516,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/6/2002,2002,8/6/2002,CD,G4G5,S4,,N,SP,W
12070,2410,PDLNT02070,Vascular Plants,5,Utricularia geminiscapa,Bladderwort,14133,? - Questionable,6/9/2002,2002,6/9/2002,E,G4G5,S4,,N,SP,W
12071,13549,PDLNT02070,Vascular Plants,508,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,6/5/1939,1939,,H,G4G5,S4,,N,SP,W
12072,14062,PDLNT02070,Vascular Plants,501,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,9/13/1997,1997,9/13/1997,B,G4G5,S4,,N,SP,W
12073,14262,PDLNT02070,Vascular Plants,1,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,7/28/1955,1955,,H,G4G5,S4,,N,SP,W
12074,14394,PDLNT02070,Vascular Plants,514,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,7/27/2001,2001,7/27/2001,BC,G4G5,S4,,N,SP,W
12075,12044,PDLNT02070,Vascular Plants,6,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,10/7/1952,1952,,H,G4G5,S4,,N,SP,W
12076,12018,PDLNT02070,Vascular Plants,4,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,9/5/1985,1985,,E,G4G5,S4,,N,SP,W
12077,11983,PDLNT02070,Vascular Plants,506,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,6/7/1936,1936,,H,G4G5,S4,,N,SP,W
12078,8878,PDLNT02070,Vascular Plants,517,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/27/2002,2002,8/27/2002,C,G4G5,S4,,N,SP,W
12079,8690,PDLNT02070,Vascular Plants,510,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/26/1920,1920,,H,G4G5,S4,,N,SP,W
12080,8687,PDLNT02070,Vascular Plants,509,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,1870,1870,,H,G4G5,S4,,N,SP,W
12081,8994,PDLNT02070,Vascular Plants,2,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/14/1955,1955,,H,G4G5,S4,,N,SP,W
12082,9796,PDLNT02070,Vascular Plants,7,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,9/10/1938,1938,9/10/1938,H,G4G5,S4,,N,SP,W
12083,9941,PDLNT02070,Vascular Plants,504,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/25/1966,1966,,H,G4G5,S4,,N,SP,W
12084,7757,PDLNT02070,Vascular Plants,512,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/22/2000,2000,8/22/2000,B,G4G5,S4,,N,SP,W
12085,6200,PDLNT02070,Vascular Plants,505,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,9/20/1953,1953,,H,G4G5,S4,,N,SP,W
12086,6704,PDLNT02070,Vascular Plants,515,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,10/4/2001,2001,10/4/2001,C,G4G5,S4,,N,SP,W
12087,6491,PDLNT02070,Vascular Plants,511,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/29/2000,2000,8/29/2000,BC,G4G5,S4,,N,SP,W
12088,5633,PDLNT02070,Vascular Plants,3,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,1868-08-20,1868,,H,G4G5,S4,,N,SP,W
12089,3424,PDLNT02070,Vascular Plants,507,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/26/1957,1957,,H,G4G5,S4,,N,SP,W
12090,3511,PDLNT02070,Vascular Plants,502,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,7/11/1955,1955,,H,G4G5,S4,,N,SP,W
12091,359,PDLNT02070,Vascular Plants,513,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,8/7/2000,2000,8/7/2000,C,G4G5,S4,,N,SP,W
12092,111,PDLNT02070,Vascular Plants,503,Utricularia geminiscapa,Bladderwort,14133,Y - Yes,9/1/1945,1945,,H,G4G5,S4,,N,SP,W
12093,11705,PDGEN060U0,Vascular Plants,521,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/21/1999,1999,2009,B,G4,S1,,TU,PE,Y
12094,5028,PDGEN060U0,Vascular Plants,506,Gentiana villosa,Striped Gentian,13948,? - Questionable,1878-10,1878,,H,G4,S1,,TU,PE,Y
12095,7598,PDGEN060U0,Vascular Plants,1,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/24/1965,1965,,H,G4,S1,,TU,PE,Y
12096,13205,PDGEN060U0,Vascular Plants,518,Gentiana villosa,Striped Gentian,13948,Y - Yes,11/24/1934,1934,NONE,H,G4,S1,,TU,PE,Y
12097,14089,PDGEN060U0,Vascular Plants,505,Gentiana villosa,Striped Gentian,13948,Y - Yes,1888-10-10,1888,1985,X,G4,S1,,TU,PE,Y
12098,11965,PDGEN060U0,Vascular Plants,507,Gentiana villosa,Striped Gentian,13948,? - Questionable,9/12/1971,1971,9/7/1994,X?,G4,S1,,TU,PE,Y
12099,10809,PDGEN060U0,Vascular Plants,513,Gentiana villosa,Striped Gentian,13948,Y - Yes,8/27/1903,1903,NONE,H,G4,S1,,TU,PE,Y
12100,10233,PDGEN060U0,Vascular Plants,508,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/5/1932,1932,,H,G4,S1,,TU,PE,Y
12101,9094,PDGEN060U0,Vascular Plants,503,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/1/1905,1905,NONE,H,G4,S1,,TU,PE,Y
12102,8410,PDGEN060U0,Vascular Plants,511,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/12/1996,1996,9/12/1996,CD,G4,S1,,TU,PE,Y
12103,5819,PDGEN060U0,Vascular Plants,510,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/18/1958,1958,9/29/1992,F,G4,S1,,TU,PE,Y
12104,5817,PDGEN060U0,Vascular Plants,509,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/22/1996,1996,9/22/1996,D,G4,S1,,TU,PE,Y
12105,6184,PDGEN060U0,Vascular Plants,514,Gentiana villosa,Striped Gentian,13948,? - Questionable,9/11/1921,1921,NONE,H,G4,S1,,TU,PE,Y
12106,6148,PDGEN060U0,Vascular Plants,515,Gentiana villosa,Striped Gentian,13948,? - Questionable,9/29/1935,1935,NONE,H,G4,S1,,TU,PE,Y
12107,5885,PDGEN060U0,Vascular Plants,504,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/4/1924,1924,,H,G4,S1,,TU,PE,Y
12108,6805,PDGEN060U0,Vascular Plants,519,Gentiana villosa,Striped Gentian,13948,Y - Yes,NA,NA,,H,G4,S1,,TU,PE,Y
12109,6804,PDGEN060U0,Vascular Plants,520,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/7/1991,1991,9/7/1991,C,G4,S1,,TU,PE,Y
12110,4401,PDGEN060U0,Vascular Plants,501,Gentiana villosa,Striped Gentian,13948,Y - Yes,9/8/1942,1942,9/9/1990,F,G4,S1,,TU,PE,Y
12111,3175,PDGEN060U0,Vascular Plants,517,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/20/1966,1966,,H,G4,S1,,TU,PE,Y
12112,3456,PDGEN060U0,Vascular Plants,502,Gentiana villosa,Striped Gentian,13948,? - Questionable,1876-09-07,1876,,H,G4,S1,,TU,PE,Y
12113,1614,PDGEN060U0,Vascular Plants,512,Gentiana villosa,Striped Gentian,13948,Y - Yes,10/8/1938,1938,NONE,H,G4,S1,,TU,PE,Y
12114,669,PDAPI0Y010,Vascular Plants,506,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/24/2018,2018,4/24/2018,BC,G5,S4,,PT,PR,Y
12115,4169,PDAPI0Y010,Vascular Plants,503,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/5/2018,2018,4/5/2018,AB,G5,S4,,PT,PR,Y
12116,6391,PDAPI0Y010,Vascular Plants,20,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,3/29/2007,2007,3/29/2007,A,G5,S4,,PT,PR,Y
12117,10738,PDAPI0Y010,Vascular Plants,21,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/8/2005,2005,4/8/2005,B,G5,S4,,PT,PR,Y
12118,5336,PDAPI0Y010,Vascular Plants,1,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/13/2012,2012,4/13/2012,B,G5,S4,,PT,PR,Y
12119,7204,PDAPI0Y010,Vascular Plants,10,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/11/1970,1970,,D,G5,S4,,PT,PR,Y
12120,7714,PDAPI0Y010,Vascular Plants,16,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/20/1940,1940,,H,G5,S4,,PT,PR,Y
12121,2369,PDAPI0Y010,Vascular Plants,27,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,3/25/2000,2000,3/25/2000,E,G5,S4,,PT,PR,Y
12122,1124,PDAPI0Y010,Vascular Plants,501,Erigenia bulbosa,Harbinger-of-spring,12883,? - Questionable,1875,1875,4/28/1993,F,G5,S4,,PT,PR,Y
12123,2245,PDAPI0Y010,Vascular Plants,17,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/14/2010,2010,4/14/2010,AB,G5,S4,,PT,PR,Y
12124,1818,PDAPI0Y010,Vascular Plants,8,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/13/2006,2006,4/13/2006,A,G5,S4,,PT,PR,Y
12125,12695,PDAPI0Y010,Vascular Plants,502,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/5/2018,2018,4/5/2018,BC,G5,S4,,PT,PR,Y
12126,14646,PDAPI0Y010,Vascular Plants,22,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,6/6/2017,2017,6/6/2017,E,G5,S4,,PT,PR,Y
12127,13631,PDAPI0Y010,Vascular Plants,504,Erigenia bulbosa,Harbinger-of-spring,12883,? - Questionable,4/17/1956,1956,4/14/1991,F,G5,S4,,PT,PR,Y
12128,13904,PDAPI0Y010,Vascular Plants,7,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,5/12/1919,1919,4/7/1986,H,G5,S4,,PT,PR,Y
12129,12604,PDAPI0Y010,Vascular Plants,26,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,3/25/2000,2000,3/25/2000,E,G5,S4,,PT,PR,Y
12130,12563,PDAPI0Y010,Vascular Plants,18,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,3/26/2018,2018,3/26/2018,B,G5,S4,,PT,PR,Y
12131,13063,PDAPI0Y010,Vascular Plants,2,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/21/1940,1940,3/28/1992,H,G5,S4,,PT,PR,Y
12132,11507,PDAPI0Y010,Vascular Plants,13,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/3/1996,1996,4/3/1996,B,G5,S4,,PT,PR,Y
12133,9500,PDAPI0Y010,Vascular Plants,5,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/23/1938,1938,3/16/2003,H,G5,S4,,PT,PR,Y
12134,7203,PDAPI0Y010,Vascular Plants,9,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,1898-05-04,1898,,H,G5,S4,,PT,PR,Y
12135,7707,PDAPI0Y010,Vascular Plants,3,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/12/2018,2018,4/12/2018,B,G5,S4,,PT,PR,Y
12136,8269,PDAPI0Y010,Vascular Plants,11,Erigenia bulbosa,Harbinger-of-spring,12883,? - Questionable,1978------,1978,4/6/1995,E,G5,S4,,PT,PR,Y
12137,6278,PDAPI0Y010,Vascular Plants,25,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,3/24/2000,2000,3/24/2000,E,G5,S4,,PT,PR,Y
12138,6395,PDAPI0Y010,Vascular Plants,19,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/24/2004,2004,4/24/2004,A,G5,S4,,PT,PR,Y
12139,6392,PDAPI0Y010,Vascular Plants,15,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/5/2018,2018,4/5/2018,B,G5,S4,,PT,PR,Y
12140,4539,PDAPI0Y010,Vascular Plants,6,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/6/1935,1935,4/1/1992,H,G5,S4,,PT,PR,Y
12141,3085,PDAPI0Y010,Vascular Plants,23,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/24/2006,2006,4/24/2006,E,G5,S4,,PT,PR,Y
12142,3073,PDAPI0Y010,Vascular Plants,4,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,1894-03----00,1894,4/4/1995,H,G5,S4,,PT,PR,Y
12143,3345,PDAPI0Y010,Vascular Plants,14,Erigenia bulbosa,Harbinger-of-spring,12883,Y - Yes,4/22/1922,1922,,H,G5,S4,,PT,PR,Y
12144,11279,PMCYP0Q0P0,Vascular Plants,8,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/29/1985,1985,8/29/1985,B,G5,S3,,PR,PR,Y
12145,10633,PMCYP0Q0P0,Vascular Plants,4,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,9/30/1987,1987,9/30/1987,C,G5,S3,,PR,PR,Y
12146,8060,PMCYP0Q0P0,Vascular Plants,506,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,9/23/1935,1935,9/23/1935,H,G5,S3,,PR,PR,Y
12147,10678,PMCYP0Q0P0,Vascular Plants,501,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,2004,2004,2004,A,G5,S3,,PR,PR,Y
12148,14552,PMCYP0Q0P0,Vascular Plants,516,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,10/3/2006,2006,10/3/2006,C,G5,S3,,PR,PR,Y
12149,13733,PMCYP0Q0P0,Vascular Plants,19,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,9/29/1998,1998,,E,G5,S3,,PR,PR,Y
12150,13333,PMCYP0Q0P0,Vascular Plants,14,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,6/6/2007,2007,6/6/2007,C,G5,S3,,PR,PR,Y
12151,13417,PMCYP0Q0P0,Vascular Plants,503,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,9/26/2001,2001,9/26/2001,A,G5,S3,,PR,PR,Y
12152,14072,PMCYP0Q0P0,Vascular Plants,1,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/16/2008,2008,8/16/2008,BC,G5,S3,,PR,PR,Y
12153,11867,PMCYP0Q0P0,Vascular Plants,6,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,9/23/1987,1987,9/23/1987,BC,G5,S3,,PR,PR,Y
12154,11566,PMCYP0Q0P0,Vascular Plants,514,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,11/16/1957,1957,NONE,H,G5,S3,,PR,PR,Y
12155,8704,PMCYP0Q0P0,Vascular Plants,10,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/29/1985,1985,8/29/1985,BC,G5,S3,,PR,PR,Y
12156,8703,PMCYP0Q0P0,Vascular Plants,9,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/29/1985,1985,8/29/1985,B,G5,S3,,PR,PR,Y
12157,9629,PMCYP0Q0P0,Vascular Plants,17,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,7/10/1996,1996,7/10/1996,E,G5,S3,,PR,PR,Y
12158,9977,PMCYP0Q0P0,Vascular Plants,15,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,10/9/1987,1987,10/9/1987,C,G5,S3,,PR,PR,Y
12159,9558,PMCYP0Q0P0,Vascular Plants,517,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,7/17/1997,1997,7/17/1997,CD,G5,S3,,PR,PR,Y
12160,7490,PMCYP0Q0P0,Vascular Plants,512,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,7/24/1972,1972,NONE,H,G5,S3,,PR,PR,Y
12161,5786,PMCYP0Q0P0,Vascular Plants,513,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,9/6/1927,1927,NONE,H,G5,S3,,PR,PR,Y
12162,7163,PMCYP0Q0P0,Vascular Plants,5,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/19/1999,1999,8/19/1999,A,G5,S3,,PR,PR,Y
12163,4887,PMCYP0Q0P0,Vascular Plants,509,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,8/11/1971,1971,NONE,H,G5,S3,,PR,PR,Y
12164,4886,PMCYP0Q0P0,Vascular Plants,510,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,1866-07-22,1866,NONE,H,G5,S3,,PR,PR,Y
12165,5664,PMCYP0Q0P0,Vascular Plants,11,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,8/2/2000,2000,8/2/2000,BC,G5,S3,,PR,PR,Y
12166,5120,PMCYP0Q0P0,Vascular Plants,16,Schoenoplectus fluviatilis,River Bulrush,15241,? - Questionable,7/28/1988,1988,7/28/1988,D,G5,S3,,PR,PR,Y
12167,2875,PMCYP0Q0P0,Vascular Plants,13,Schoenoplectus fluviatilis,River Bulrush,15241,Y - Yes,9/30/1987,1987,9/30/1987,C,G5,S3,,PR,PR,Y
